Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
500398,"Espinosa, Emilio",District 2,Balcavem Street,Residential,Active,0.0,,,,,,,,0.0,0.0,4.0,7.0,11.0,,4.0,2.0,0.0,5.0,0.0,14.0,0.0,58.0,57.0,29.0,39.0,30.0,12.0,27.0,0.0,24.0,22.0,20.0,29.0,69.0,,,37.0,37.0,,,,,0.0,,0.0,1.0,,24.0,22.0,,6.0,0.0,0.0,0.0,0.0
500399,"Villamor, Emily",District 4,Alicante Street,Residential,Active,17.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,,,27.0,27.0,,,,,0.0,,14.0,19.0,,16.0,22.0,,22.0,21.0,21.0,29.0,17.0
500400,"Bartolay, Rosie",District 3,Flores Street,Residential,Active,15.0,,,,,,,,13.0,17.0,11.0,18.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,,,18.0,18.0,,,,,24.0,,18.0,20.0,,20.0,13.0,,11.0,17.0,13.0,24.0,15.0
500401,"Cantoria, Casiano",District 3,Flores Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500402,"Garamay, Sheila",District 4,Grafilo Street,Residential,Active,66.0,,,,,,,,0.0,99.0,37.0,78.0,51.0,,57.0,52.0,75.0,46.0,74.0,68.0,30.0,88.0,88.0,83.0,70.0,41.0,60.0,42.0,0.0,53.0,54.0,42.0,59.0,149.0,,,47.0,46.0,,,,,32.0,,55.0,64.0,,50.0,24.0,,43.0,48.0,48.0,61.0,66.0
500403,"Letada, Eduardo",District 3,Letada Street,Residential,Active,16.0,,,,,,,,15.0,18.0,12.0,16.0,15.0,,32.0,29.0,37.0,36.0,0.0,34.0,0.0,86.0,85.0,43.0,58.0,36.0,32.0,32.0,0.0,31.0,38.0,15.0,32.0,58.0,,,47.0,46.0,,,,,34.0,,26.0,22.0,,13.0,14.0,,25.0,15.0,12.0,15.0,16.0
500404,"Elloso, Amy",District 1,Bailon Street,Commercial,Active,9.0,,,,,,,,15.0,34.0,17.0,12.0,13.0,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,22.0,22.0,13.0,12.0,18.0,9.0,12.0,0.0,8.0,17.0,7.0,12.0,16.0,,,14.0,13.0,,,,,11.0,,10.0,8.0,,10.0,8.0,,8.0,5.0,10.0,12.0,9.0
500405,"Bartolay, Orlando",District 2,Alicante Street,Residential,Active,7.0,,,,,,,,5.0,9.0,5.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,,,3.0,2.0,,,,,5.0,,7.0,10.0,,12.0,12.0,,9.0,5.0,9.0,9.0,7.0
500406,"Delavin, Caridad",,Moyot Street,Residential,Active,28.0,,,,,,,,35.0,55.0,33.0,43.0,0.0,,25.0,30.0,28.0,40.0,0.0,38.0,0.0,63.0,62.0,34.0,29.0,47.0,19.0,30.0,0.0,34.0,37.0,65.0,50.0,85.0,,,48.0,47.0,,,,,39.0,,49.0,47.0,,46.0,26.0,,30.0,27.0,37.0,31.0,28.0
500407,"Bartolabac, Elvisa",District 2,Don Juan Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,21.0,37.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500408,"Lumberio, Belinda",District 2,Alicante Street,Residential,Active,7.0,,,,,,,,8.0,4.0,5.0,5.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,23.0,46.0,81.0,,,32.0,31.0,,,,,0.0,,0.0,16.0,,8.0,14.0,,6.0,0.0,13.0,18.0,7.0
500409,"Garamay, Norma",District 1,Lique Street,Residential,Active,24.0,,,,,,,,0.0,0.0,0.0,14.0,19.0,,9.0,9.0,5.0,20.0,0.0,6.0,0.0,6.0,5.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,2.0,,,,,53.0,,56.0,17.0,,21.0,22.0,,13.0,15.0,18.0,26.0,24.0
500410,"Laila, Dante",District 2,Esparrago Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,3.0,3.5,4.0,0.5,1.5,1.0,0.0,0.25,0.0,0.0,19.0,7.5,7.0,3.5,0.0,7.5,5.0,4.0,4.5,15.0,,,4.75,4.75,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500411,"Granado, Rhoda",District 3,Lique Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500412,"Dilao, Arceli",District 1,Moyot Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500413,"Villamor, Jeneth",District 1,Bartolay Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500414,"Barrun, Leadina",District 1,Bailon Street,Residential,Active,152.0,,,,,,,,52.0,53.0,42.0,35.0,40.0,,58.0,63.0,73.0,110.0,0.0,102.0,0.0,191.0,190.0,91.0,86.0,87.0,69.0,70.0,0.0,74.0,135.0,80.0,121.0,115.0,,,38.0,38.0,,,,,82.0,,93.0,72.0,,88.0,71.0,,49.0,115.0,94.0,198.0,152.0
500415,"Delavin, Hannilin",District 1,Bailon Street,Residential,Active,2.0,,,,,,,,10.0,8.0,9.0,6.0,7.0,,12.0,8.0,9.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,43.0,21.0,27.0,0.0,31.0,52.0,28.0,21.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,8.0,,8.0,0.0,1.0,1.0,2.0
500416,"Macoy, Vicente",District 1,Bailon Street,Residential,Disconnected,0.0,,,,,,,,28.0,71.0,44.0,32.0,38.0,,9.0,19.0,20.0,28.0,0.0,8.0,0.0,59.0,58.0,32.0,25.0,26.0,12.0,18.0,0.0,18.0,37.0,23.0,16.0,36.0,,,0.0,0.0,,,,,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500417,"Prac, Pepe",District 2,Jones Street,Residential,Disconnected,0.0,,,,,,,,10.0,18.0,10.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,2.0,0.0,33.0,33.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,5.0,11.0,20.0,32.0,,,4.0,4.0,,,,,0.0,,0.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500418,"Rejuso, Arnulfo",District 3,Letada Street,Residential,Disconnected,0.0,,,,,,,,31.0,38.0,31.0,32.0,38.0,,25.0,21.0,27.0,25.0,0.0,43.0,0.0,52.0,52.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500419,"Llacer, Dizon (Romtes)",District 2,Bailon Street,Commercial,Active,0.0,,,,,,,,14.0,14.0,20.0,11.0,19.0,,21.0,32.0,27.0,0.0,0.0,45.0,0.0,112.0,112.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,84.0,83.0,,,,,0.0,,11.0,2.0,,4.0,3.0,,10.0,3.0,2.0,8.0,0.0
500420,"Dilao, Tomas Jr.",District 1,Bailon Street,Commercial,Active,18.0,,,,,,,,54.0,35.0,35.0,26.0,28.0,,29.0,19.0,39.0,106.0,0.0,17.0,0.0,43.0,42.0,38.0,48.0,59.0,32.0,53.0,0.0,52.0,81.0,44.0,72.0,60.0,,,43.0,42.0,,,,,40.0,,18.0,28.0,,31.0,36.0,,15.0,19.0,20.0,33.0,18.0
500421,"Espares, Bernardo",District 2,Jones Street,Residential,Active,57.0,,,,,,,,23.0,22.0,15.0,20.0,19.0,,20.0,22.0,21.0,32.0,0.0,29.0,0.0,58.0,57.0,26.0,26.0,22.0,16.0,17.0,0.0,17.0,22.0,19.0,27.0,43.0,,,27.0,27.0,,,,,18.0,,48.0,44.0,,25.0,19.0,,57.0,29.0,26.0,43.0,57.0
500422,"Delavin, Roderick",,Moyot Street,Residential,Disconnected,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500423,"Anonuevo, Otto",,Gutierrez Street,Residential,Active,10.0,,,,,,,,0.0,112.0,19.0,25.0,26.0,,6.0,14.0,21.0,9.0,24.0,25.0,11.0,33.0,32.0,17.0,21.0,20.0,10.0,16.0,0.0,21.0,4.0,9.0,5.0,2.0,,,11.0,11.0,,,,,10.0,,13.0,14.0,,11.0,13.0,,16.0,23.0,25.0,19.0,10.0
500424,"Espinosa, Edralin",District 2,Jones Street,Residential,Active,23.0,,,,,,,,0.0,73.0,29.0,20.0,32.0,,22.0,21.0,20.0,29.0,0.0,23.0,0.0,88.0,87.0,55.0,57.0,34.0,30.0,32.0,0.0,42.0,38.0,32.0,43.0,77.0,,,48.0,47.0,,,,,30.0,,35.0,34.0,,27.0,34.0,,35.0,30.0,37.0,30.0,23.0
500425,"Llacer, Dizon",District 2,Bailon Street,Commercial,Active,6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,17.0,20.0,4.0,4.0,0.0,15.0,0.0,79.0,79.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,10.0,10.0,6.0
500426,"Rivera, Erwin",District 2,Jones Street,Residential,Active,84.0,,,,,,,,4.0,15.0,0.0,0.0,0.0,,0.0,0.0,55.0,138.0,0.0,60.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,,,2.0,2.0,,,,,1.0,,1.0,1.0,,2.0,0.0,,0.0,0.0,31.0,82.0,84.0
500427,"Lique, Billy Sr.",District 3,Letada Street,Residential,Active,3.0,,,,,,,,13.0,17.0,13.0,17.0,14.0,,11.0,11.0,9.0,20.0,0.0,19.0,0.0,33.0,32.0,19.0,19.0,31.0,16.0,14.0,0.0,15.0,24.0,0.0,16.0,31.0,,,11.0,10.0,,,,,2.0,,1.0,3.0,,1.0,3.0,,6.0,4.0,3.0,6.0,3.0
500428,"Bartolay, Jessie",District 3,Balintong Street,Residential,Active,13.0,,,,,,,,6.0,7.0,5.0,7.0,7.0,,19.0,11.0,5.0,10.0,0.0,10.0,0.0,20.0,19.0,13.0,9.0,11.0,15.0,10.0,0.0,1.0,15.0,7.0,6.0,17.0,,,13.0,12.0,,,,,12.0,,9.0,10.0,,8.0,6.0,,2.0,6.0,10.0,13.0,13.0
500429,"Barrun, Jesus",District 1,Gutierrez Street,Residential,Active,14.0,,,,,,,,24.0,33.0,17.0,23.0,21.0,,23.0,18.0,28.0,12.0,22.0,25.0,12.0,32.0,31.0,17.0,13.0,5.0,47.0,13.0,0.0,18.0,14.0,14.0,14.0,47.0,,,22.0,22.0,,,,,11.0,,14.0,9.0,,38.0,29.0,,13.0,17.0,24.0,32.0,14.0
500430,"Esparrago, Raquel",District 2,Bailon Street,Residential,Active,23.0,,,,,,,,36.0,34.0,33.0,22.0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,39.0,23.0,24.0,0.0,22.0,43.0,21.0,29.0,44.0,,,44.0,43.0,,,,,102.0,,33.0,19.0,,16.0,13.0,,12.0,11.0,17.0,22.0,23.0
500431,"Almine, Franchie",District 2,Alicante Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500432,"Arranzado, Jay",,Moyot Street,Residential,Active,17.0,,,,,,,,26.0,28.0,17.0,30.0,30.0,,21.0,22.0,16.0,23.0,0.0,32.0,0.0,62.0,61.0,38.0,26.0,30.0,22.0,28.0,0.0,24.0,27.0,38.0,29.0,55.0,,,0.0,0.0,,,,,37.0,,14.0,8.0,,23.0,20.0,,19.0,18.0,24.0,24.0,17.0
500433,"Almoradie, Marina",District 2,Alicante Street,Residential,Active,32.0,,,,,,,,31.0,40.0,35.0,32.0,40.0,,26.0,37.0,24.0,54.0,0.0,40.0,0.0,83.0,83.0,45.0,43.0,41.0,51.0,4.0,0.0,76.0,64.0,23.0,52.0,100.0,,,53.0,52.0,,,,,42.0,,33.0,33.0,,28.0,35.0,,69.0,26.0,39.0,44.0,32.0
500434,"Barrun, Ranulfo",District 2,Esparrago Street,Residential,Active,0.0,,,,,,,,15.0,18.0,10.0,14.0,17.0,,10.0,13.0,14.0,12.0,7.0,26.0,0.0,4.0,4.0,0.0,0.0,44.0,17.0,8.0,0.0,10.0,12.0,11.0,8.0,21.0,,,6.0,5.0,,,,,9.0,,13.0,0.0,,18.0,10.0,,2.0,10.0,10.0,1.0,0.0
500435,"Bartolata, Andres",,Gutierrez Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500436,"Dela Cruz, Ariel",District 2,Bailon Street,Residential,Disconnected,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500437,"Canares, Nimfa",District 2,Jones Street,Residential,Active,3.0,,,,,,,,3.0,7.0,5.0,5.0,4.0,,5.0,7.0,7.0,8.0,0.0,12.0,0.0,19.0,19.0,10.0,12.0,12.0,5.0,8.0,0.0,9.0,12.0,11.0,12.0,9.0,,,9.0,9.0,,,,,7.0,,7.0,6.0,,2.0,2.0,,4.0,4.0,6.0,4.0,3.0
500438,"Lorica, Temple",District 2,Balcavem Street,Residential,Active,10.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,15.0,8.0,11.0,16.0,0.0,29.0,0.0,32.0,31.0,14.0,19.0,19.0,9.0,9.0,0.0,22.0,19.0,18.0,22.0,33.0,,,22.0,21.0,,,,,15.0,,17.0,18.0,,17.0,13.0,,12.0,10.0,14.0,11.0,10.0
500439,"Leyco, Elena",,Moyot Street,Residential,Active,32.0,,,,,,,,25.0,33.0,18.0,36.0,45.0,,16.0,16.0,13.0,19.0,0.0,22.0,0.0,52.0,51.0,20.0,22.0,56.0,12.0,28.0,0.0,20.0,23.0,36.0,21.0,53.0,,,51.0,51.0,,,,,48.0,,39.0,64.0,,63.0,48.0,,34.0,56.0,80.0,55.0,32.0
500440,"Delavin, Nonito",District 3,Bartolabac Street,Residential,Active,2.0,,,,,,,,5.0,5.0,2.0,6.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,2.0
500441,"Almodal, Noe",,Bartolabac Street,Residential,Active,31.0,,,,,,,,43.0,37.0,22.0,48.0,37.0,,85.0,86.0,67.0,79.0,0.0,80.0,0.0,199.0,199.0,81.0,83.0,86.0,61.0,41.0,0.0,33.0,64.0,24.0,32.0,79.0,,,73.0,72.0,,,,,42.0,,35.0,49.0,,40.0,50.0,,45.0,50.0,55.0,59.0,31.0
500442,"Almodal, Noe",District 1,Bailon Street,Commercial,Active,74.0,,,,,,,,50.0,58.0,65.0,51.0,72.0,,0.0,124.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,64.0,99.0,44.0,40.0,0.0,63.0,108.0,66.0,102.0,147.0,,,99.0,99.0,,,,,74.0,,100.0,69.0,,153.0,92.0,,43.0,57.0,66.0,94.0,74.0
500443,"Almoete, Arles",District 3,Altarejos Street,Residential,Active,2.0,,,,,,,,0.0,6.0,6.0,14.0,2.0,,6.0,6.0,9.0,12.0,0.0,6.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,13.0,3.0,2.0,,,10.0,9.0,,,,,2.0,,4.0,5.0,,2.0,1.0,,0.0,6.0,0.0,0.0,2.0
500444,"Canares, Chita",District 3,Balintong Street,Commercial,Active,57.0,,,,,,,,32.0,28.0,14.0,27.0,21.0,,27.0,9.0,0.0,25.0,0.0,14.0,0.0,20.0,19.0,33.0,0.0,18.0,15.0,27.0,0.0,8.0,11.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,43.0,48.0,,30.0,19.0,,21.0,32.0,42.0,49.0,57.0
500445,"Gulmatico, Hernando",District 2,Balcavem Street,Residential,Active,19.0,,,,,,,,15.0,28.0,10.0,18.0,21.0,,35.0,31.0,37.0,37.0,0.0,60.0,0.0,56.0,56.0,22.0,34.0,29.0,15.0,19.0,0.0,17.0,31.0,23.0,32.0,23.0,,,39.0,39.0,,,,,16.0,,10.0,9.0,,10.0,11.0,,10.0,9.0,16.0,22.0,19.0
500446,"Gueta, Norma (2)",District 2,Don Juan Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500447,"Almodiel, Fe",District 3,Altarejos Street,Residential,Active,0.0,,,,,,,,24.0,35.0,21.0,20.0,24.0,,20.0,19.0,21.0,29.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500448,"Merillo, Angel",District 2,Esparrago Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500449,"Delavin, Natividad",District 2,Esparrago Street,Residential,Active,42.0,,,,,,,,0.0,77.0,24.0,51.0,57.0,,37.0,41.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,0.0,48.0,17.0,0.0,0.0,0.0,0.0,54.0,20.0,158.0,172.0,,,110.0,109.0,,,,,5.0,,46.0,48.0,,67.0,39.0,,37.0,40.0,59.0,34.0,42.0
500450,"Espares, Siony",District 2,Fabmar Street,Residential,Active,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,11.0,11.0,9.0,12.0,0.0,20.0,14.0,31.0,30.0,18.0,12.0,13.0,14.0,5.0,0.0,17.0,11.0,6.0,16.0,18.0,,,1.0,0.0,,,,,0.0,,1.0,1.0,,0.0,1.0,,0.0,2.0,5.0,2.0,1.0
500451,"Deinla, Emma",District 2,Jones Street,Residential,Active,18.0,,,,,,,,15.0,23.0,10.0,15.0,13.0,,21.0,30.0,17.0,27.0,0.0,29.0,0.0,37.0,37.0,19.0,23.0,20.0,15.0,17.0,0.0,18.0,20.0,19.0,25.0,37.0,,,31.0,30.0,,,,,18.0,,18.0,20.0,,19.0,16.0,,18.0,17.0,21.0,22.0,18.0
500452,"Delavin, Nelly",District 1,Lique Street,Residential,Active,104.0,,,,,,,,0.0,6.0,20.0,18.0,24.0,,35.0,20.0,45.0,48.0,0.0,93.0,0.0,24.0,24.0,12.0,0.0,0.0,6.0,20.0,0.0,14.0,18.0,14.0,11.0,22.0,,,4.0,4.0,,,,,33.0,,53.0,31.0,,23.0,5.0,,70.0,100.0,84.0,64.0,104.0
500453,"Delavin, Dina",,Gutierrez Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500454,"Escorel, Nena",District 2,Jones Street,Residential,Active,25.0,,,,,,,,19.0,25.0,14.0,19.0,19.0,,20.0,21.0,24.0,24.0,0.0,24.0,0.0,77.0,77.0,45.0,47.0,47.0,28.0,33.0,0.0,26.0,40.0,35.0,39.0,79.0,,,39.0,39.0,,,,,25.0,,25.0,23.0,,21.0,16.0,,25.0,22.0,25.0,19.0,25.0
500455,"Segovia, Elena",District 1,Lique Street,Residential,Active,0.0,,,,,,,,23.0,6.0,4.0,12.0,3.0,,0.0,0.0,0.0,48.0,0.0,29.0,0.0,52.0,52.0,18.0,23.0,10.0,43.0,28.0,0.0,27.0,29.0,33.0,33.0,69.0,,,29.0,29.0,,,,,0.0,,55.0,0.0,,18.0,18.0,,35.0,15.0,21.0,21.0,0.0
500456,"Cabiles, Nestor",District 3,Flores Street,Residential,Active,9.0,,,,,,,,9.0,6.0,5.0,5.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,,,8.0,7.0,,,,,11.0,,14.0,17.0,,16.0,11.0,,10.0,16.0,14.0,13.0,9.0
500457,"Gilaga, Selma",District 1,Bartolay Street,Residential,Active,3.0,,,,,,,,0.0,10.0,3.0,12.0,2.0,,15.0,9.0,15.0,7.0,0.0,13.0,6.0,20.0,20.0,16.0,19.0,15.0,18.0,10.0,0.0,12.0,15.0,12.0,9.0,41.0,,,30.0,29.0,,,,,16.0,,10.0,9.0,,12.0,14.0,,15.0,15.0,4.0,4.0,3.0
500458,"Angustia, Tessie",District 2,Jones Street,Residential,Active,30.0,,,,,,,,49.0,56.0,47.0,0.0,0.0,,0.0,0.0,0.0,81.0,0.0,79.0,0.0,163.0,163.0,70.0,0.0,0.0,37.0,56.0,0.0,56.0,74.0,72.0,85.0,121.0,,,0.0,0.0,,,,,39.0,,54.0,63.0,,72.0,62.0,,53.0,43.0,41.0,34.0,30.0
500459,"Letada, Lito",District 2,Jones Street,Residential,Disconnected,0.0,,,,,,,,47.0,68.0,45.0,56.0,51.0,,27.0,37.0,25.0,38.0,0.0,43.0,0.0,78.0,78.0,38.0,49.0,47.0,34.0,39.0,0.0,43.0,41.0,44.0,46.0,68.0,,,49.0,48.0,,,,,27.0,,18.0,13.0,,15.0,22.0,,17.0,0.0,0.0,0.0,0.0
500460,"Delavin, Ben",District 2,Jones Street,Residential,Disconnected,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500461,"Grencio, Ramir",District 2,Alicante Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500462,"Dejumo, Sonia",District 2,Jones Street,Residential,Active,21.0,,,,,,,,0.0,0.0,0.0,4.0,6.0,,9.0,6.0,10.0,10.0,0.0,21.0,0.0,27.0,27.0,15.0,18.0,25.0,6.0,4.0,0.0,6.0,13.0,16.0,15.0,36.0,,,64.0,64.0,,,,,19.0,,21.0,25.0,,22.0,18.0,,17.0,19.0,27.0,24.0,21.0
500463,"Barredo, Edgar",District 2,Jones Street,Residential,Disconnected,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
500464,"Orias, Eden",District 2,Bailon Street,Residential,Disconnected,0.0,,,,,,,,42.0,47.0,46.0,38.0,46.0,,25.0,54.0,67.0,81.0,0.0,73.0,0.0,142.0,141.0,74.0,94.0,75.0,54.0,66.0,0.0,68.0,146.0,92.0,129.0,192.0,,,330.0,329.0,,,,,71.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
